board,noise,variant,precision,recall,F1,Pratt FOM,time (ms)
07,gaussian s=10,7 Proposed with Sobel + Otsu,0.4728044344361684,0.961709354788904,0.6339436413902586,0.4907704175738389,29.355600010603666
07,gaussian s=25,1 Baseline (Gaussian + fixed Canny),0.711345267769469,0.7585218987493781,0.7341764963058163,0.33107986942782724,4.1096999775618315
07,gaussian s=25,2 + intensity-Otsu thresholds,0.14996691906197163,0.9587757972928925,0.25936522562044195,0.18456573958884415,5.092899955343455
07,gaussian s=25,3 + gradient-domain thresholds,0.11722395871192848,0.9843543600212726,0.20949924829627575,0.152301224809745,9.94610000634566
07,gaussian s=25,4 + noise-scaled threshold floor,0.9491214667685256,0.5804498121493884,0.7203552847599046,0.20948473503366172,8.765999984461814
07,gaussian s=25,5 + morphological repair,0.9529344238771703,0.5688356693143024,0.7124112811048727,0.22357518359537948,16.99819997884333
07,gaussian s=25,6 Proposed (+ noise-adaptive filter),0.9676891883053176,0.5716148290473658,0.7186955711262751,0.2477192730448607,26.99320000829175
07,gaussian s=25,7 Proposed with Sobel + Otsu,0.49833875733602034,0.9649345525038171,0.6572446617754192,0.5154414552319844,38.38069998892024
07,salt & pepper 1%,1 Baseline (Gaussian + fixed Canny),0.40443593260695154,0.7135235285035426,0.5162522680396398,0.28594829057802607,4.787800018675625
07,salt & pepper 1%,2 + intensity-Otsu thresholds,0.2577210830736398,0.8783860287179839,0.3985162953886565,0.29073611471290955,4.629399976693094
07,salt & pepper 1%,3 + gradient-domain thresholds,0.2589522910400246,0.9342608635981541,0.40550842088417083,0.29528381620396715,8.93249997170642
07,salt & pepper 1%,4 + noise-scaled threshold floor,0.2589522910400246,0.9342608635981541,0.40550842088417083,0.29528381620396715,9.530199982691556
07,salt & pepper 1%,5 + morphological repair,0.3054723319260974,0.9103635209552075,0.45744804611184353,0.3408596120651816,18.485000007785857
07,salt & pepper 1%,6 Proposed (+ noise-adaptive filter),0.3720257433707726,0.8973597982535898,0.5259882597829821,0.4047248253683491,24.294800008647144
07,salt & pepper 1%,7 Proposed with Sobel + Otsu,0.4312798650197705,0.9415690243776912,0.5915869763621757,0.45304633115329596,30.299599980935454
07,salt & pepper 5%,1 Baseline (Gaussian + fixed Canny),0.28737571128191114,0.8509032269132456,0.42964674450357465,0.31842221401832177,4.170000029262155
07,salt & pepper 5%,2 + intensity-Otsu thresholds,0.17459958274921902,0.9623441011476901,0.2955729134193323,0.20932660251653737,5.725800001528114
